,X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m,ticker
13,,2021-08-09 14:46:40,2021-08-09,CMS,Cms Energy Corp,Barba Glenn P,"VP, CAO",S - Sale,$63.10,-12800,27104,-32%,"-$807,680",,,,,CMS+PR+B
14,,2021-08-06 12:28:26,2021-08-05,CMS,Cms Energy Corp,Hendrian Catherine A,SVP,S - Sale,$62.80,-7991,43856,-15%,"-$501,815",,,,,CMS+PR+B
15,,2021-06-14 08:53:17,2021-06-10,B,Barnes Group Inc,Mangum Mylle H,Dir,P - Purchase,$55.67,39,25153,0%,"+$2,162",,,,,CMS+PR+B
16,,2021-05-12 15:55:14,2021-05-10,B,Barnes Group Inc,Edwards Dawn N,"SVP, HR",S - Sale,$53.04,-1150,90806,-1%,"-$60,995",,,,,CMS+PR+B
17,,2021-03-12 14:54:13,2021-03-10,B,Barnes Group Inc,Mangum Mylle H,Dir,P - Purchase,$55.41,38,25115,0%,"+$2,117",,,,,CMS+PR+B
18,,2021-03-11 14:41:42,2021-03-10,CMS,Cms Energy Corp,Brossoit Jean-Francois,SVP,S - Sale,$57.21,-3010,55660,-5%,"-$172,216",,,,,CMS+PR+B
19,,2020-12-14 14:18:54,2020-12-10,B,Barnes Group Inc,Mangum Mylle H,Dir,P - Purchase,$49.53,43,23072,0%,"+$2,110",,,,,CMS+PR+B
20,,2020-11-20 13:35:55,2020-11-18,B,Barnes Group Inc,Barnes Thomas O,Dir,S - Sale,$45.06,-1500,2114026,0%,"-$67,585",,,,,CMS+PR+B
21,,2020-11-13 14:16:51,2020-11-06,B,Barnes Group Inc,Barnes Thomas O,Dir,S - Sale,$39.84,-110,2118026,0%,"-$4,383",,,,,CMS+PR+B
22,D,2020-11-09 15:56:52,2020-11-06,B,Barnes Group Inc,Stephens Christopher J,"SVP, Finance, CFO",S - Sale+OE,$40.21,-600,112024,-1%,"-$24,126",,,,,CMS+PR+B
23,,2020-09-14 14:12:09,2020-09-10,B,Barnes Group Inc,Mangum Mylle H,Dir,P - Purchase,$36.08,58,23030,0%,"+$2,099",,,,,CMS+PR+B
24,,2020-09-10 14:45:35,2020-09-09,CMS,Cms Energy Corp,Brossoit Jean-Francois,SVP,S - Sale,$62.25,-1600,46070,-3%,"-$99,600",,,,,CMS+PR+B
25,,2020-09-04 10:57:45,2020-09-03,CMS,Cms Energy Corp,Brossoit Jean-Francois,SVP,S - Sale,$61.66,-1620,47670,-3%,"-$99,894",,,,,CMS+PR+B
26,,2020-09-02 14:33:27,2020-09-01,CMS,Cms Energy Corp,Brossoit Jean-Francois,SVP,S - Sale,$60.25,-2460,49290,-5%,"-$148,215",,,,,CMS+PR+B
27,,2020-09-01 16:18:52,2020-08-31,CMS,Cms Energy Corp,Venkat Dhenuvakonda Rao,SVP,S - Sale,$60.43,-430,32166,-1%,"-$25,987",,,,,CMS+PR+B
28,,2020-08-27 11:07:38,2020-08-25,CMS,Cms Energy Corp,Brossoit Jean-Francois,SVP,S - Sale,$61.00,-699,51548,-1%,"-$42,639",,,,,CMS+PR+B
29,D,2020-08-21 10:37:00,2020-08-19,B,Barnes Group Inc,Stephens Christopher J,"SVP, Finance, CFO",S - Sale+OE,$39.28,-36000,111970,-24%,"-$1,414,015",,,,,CMS+PR+B
30,,2020-08-20 11:35:26,2020-08-18,B,Barnes Group Inc,Edwards Dawn N,"SVP, HR",S - Sale,$39.27,-1700,88086,-2%,"-$66,753",,,,,CMS+PR+B
31,,2020-08-18 15:19:01,2020-08-17,CMS,Cms Energy Corp,Venkat Dhenuvakonda Rao,SVP,S - Sale,$61.30,-800,32596,-2%,"-$49,040",,,,,CMS+PR+B
32,,2020-08-18 13:06:59,2020-08-14,CMS,Cms Energy Corp,Barfield Jon E,Dir,S - Sale,$60.96,-4800,14662,-25%,"-$292,589",,,,,CMS+PR+B
33,,2020-08-12 15:37:39,2020-08-11,CMS,Cms Energy Corp,Venkat Dhenuvakonda Rao,SVP,S - Sale,$62.80,-770,33396,-2%,"-$48,354",,,,,CMS+PR+B
34,,2020-08-12 12:54:21,2020-08-10,CMS,Cms Energy Corp,Hendrian Catherine A,SVP,S - Sale,$62.78,-1584,41218,-4%,"-$99,439",,,,,CMS+PR+B
35,,2020-08-11 14:00:41,2020-08-07,CMS,Cms Energy Corp,Brossoit Jean-Francois,SVP,S - Sale,$63.00,-780,52247,-1%,"-$49,140",,,,,CMS+PR+B
36,,2020-08-10 16:41:51,2020-08-07,CMS,Cms Energy Corp,Hendrian Catherine A,SVP,S - Sale,$63.07,-792,42802,-2%,"-$49,950",,,,,CMS+PR+B
37,,2020-06-12 08:44:21,2020-06-10,B,Barnes Group Inc,Mangum Mylle H,Dir,P - Purchase,$43.82,48,22972,0%,"+$2,092",,,,,CMS+PR+B
38,,2020-05-27 12:28:11,2020-05-26,CMS,Cms Energy Corp,Brossoit Jean-Francois,SVP,S - Sale,$56.48,-2671,52819,-5%,"-$150,867",,,,,CMS+PR+B
39,,2020-05-22 10:07:11,2020-05-21,CMS,Cms Energy Corp,Venkat Dhenuvakonda Rao,SVP,S - Sale,$55.76,-875,34092,-3%,"-$48,787",,,,,CMS+PR+B
40,,2020-05-19 13:56:11,2020-05-18,CMS,Cms Energy Corp,Brossoit Jean-Francois,SVP,S - Sale,$55.56,-2701,55490,-5%,"-$150,061",,,,,CMS+PR+B
41,,2020-05-15 10:56:11,2020-05-14,CMS,Cms Energy Corp,Hendrian Catherine A,SVP,S - Sale,$54.16,-2769,43272,-6%,"-$149,963",,,,,CMS+PR+B
42,,2020-05-14 12:35:11,2020-05-12,CMS,Cms Energy Corp,Brossoit Jean-Francois,SVP,S - Sale,$55.62,-1796,58191,-3%,"-$99,902",,,,,CMS+PR+B
43,,2020-05-12 14:21:12,2020-05-12,CMS,Cms Energy Corp,Rich Brian F,SVP,S - Sale,$55.64,-7500,64092,-10%,"-$417,325",,,,,CMS+PR+B
44,,2020-05-07 13:35:09,2020-05-05,B,Barnes Group Inc,Hipple Richard J,Dir,P - Purchase,$36.41,1200,9400,+15%,"+$43,692",,,,,CMS+PR+B
45,,2020-04-02 10:14:11,2020-04-01,CMS,Cms Energy Corp,Russell John G,Dir,S - Sale,$55.73,-5600,178911,-3%,"-$312,097",,,,,CMS+PR+B
46,,2020-03-11 12:32:00,2020-03-10,B,Barnes Group Inc,Mangum Mylle H,Dir,P - Purchase,$47.98,43,22924,0%,"+$2,086",,,,,CMS+PR+B
47,,2020-03-03 11:49:11,2020-03-02,CMS,Cms Energy Corp,Russell John G,Dir,S - Sale,$62.75,-5600,184511,-3%,"-$351,414",,,,,CMS+PR+B
48,,2020-02-28 14:22:54,2020-02-26,B,Barnes Group Inc,Barnes Thomas O,Dir,S - Sale,$57.00,-1320,2119471,0%,"-$75,235",,,,,CMS+PR+B
49,,2020-02-27 16:29:56,2020-02-25,B,Barnes Group Inc,Mangum Mylle H,Dir,S - Sale,$59.29,-1000,22880,-4%,"-$59,290",,,,,CMS+PR+B
50,,2020-02-04 13:14:12,2020-02-03,CMS,Cms Energy Corp,Russell John G,Dir,S - Sale,$68.57,-5600,190111,-3%,"-$383,965",,,,,CMS+PR+B
51,,2020-01-03 11:00:11,2020-01-02,CMS,Cms Energy Corp,Russell John G,Dir,S - Sale,$62.46,-5600,195711,-3%,"-$349,797",,,,,CMS+PR+B
52,,2019-12-12 15:28:14,2019-12-10,B,Barnes Group Inc,Mangum Mylle H,Dir,P - Purchase,$60.90,34,22291,0%,"+$2,081",,,,,CMS+PR+B
53,,2019-12-03 15:49:11,2019-12-02,CMS,Cms Energy Corp,Russell John G,Dir,S - Sale,$61.03,-5600,201311,-3%,"-$341,792",,,,,CMS+PR+B
54,,2019-12-02 11:28:01,2019-11-27,B,Barnes Group Inc,Barnes Thomas O,Dir,S - Sale,$60.52,-140,2125013,0%,"-$8,473",,,,,CMS+PR+B
55,,2019-11-15 12:49:11,2019-11-14,CMS,Cms Energy Corp,Barfield Jon E,Dir,S - Sale,$60.75,-8390,16727,-33%,"-$509,689",,,,,CMS+PR+B
56,,2019-11-12 16:10:18,2019-11-08,B,Barnes Group Inc,McClellan Hassell H,Dir,S - Sale,$60.15,-1500,17856,-8%,"-$90,225",,,,,CMS+PR+B
57,D,2019-11-12 16:09:41,2019-11-08,B,Barnes Group Inc,Dempsey Patrick,"Pres, CEO",S - Sale+OE,$60.29,-23390,351503,-6%,"-$1,410,099",,,,,CMS+PR+B
58,D,2019-11-07 15:32:48,2019-11-05,B,Barnes Group Inc,Dempsey Patrick,"Pres, CEO",S - Sale+OE,$61.28,-57389,351503,-14%,"-$3,517,039",,,,,CMS+PR+B
59,,2019-11-07 15:28:59,2019-11-05,B,Barnes Group Inc,Barnes Thomas O,Dir,S - Sale,$61.05,-2500,2129153,0%,"-$152,628",,,,,CMS+PR+B
60,D,2019-11-06 16:10:09,2019-11-04,B,Barnes Group Inc,Edwards Dawn N,"SVP, HR",S - Sale+OE,$61.15,-4000,84279,-5%,"-$244,604",,,,,CMS+PR+B
61,,2019-11-05 13:14:11,2019-11-04,CMS,Cms Energy Corp,Venkat Dhenuvakonda Rao,SVP,S - Sale,$62.74,-750,32400,-2%,"-$47,057",,,,,CMS+PR+B
62,,2019-11-04 11:42:17,2019-11-01,CMS,Cms Energy Corp,Venkat Dhenuvakonda Rao,SVP,S - Sale,$63.44,-750,33150,-2%,"-$47,582",,,,,CMS+PR+B
63,,2019-11-04 11:42:11,2019-11-01,CMS,Cms Energy Corp,Russell John G,Dir,S - Sale,$63.48,-5600,206911,-3%,"-$355,490",,,,,CMS+PR+B
64,,2019-11-01 16:39:08,2019-10-31,B,Barnes Group Inc,Stephens Christopher J,"SVP, Finance, CFO",S - Sale,$58.32,-21265,101127,-17%,"-$1,240,175",,,,,CMS+PR+B
65,,2019-10-28 16:00:26,2019-10-25,B,Barnes Group Inc,Acker Marian,"VP, Controller",S - Sale,$57.03,-3054,24744,-11%,"-$174,182",,,,,CMS+PR+B
66,,2019-10-02 13:56:15,2019-10-01,CMS,Cms Energy Corp,Russell John G,Dir,S - Sale,$64.04,-5600,212511,-3%,"-$358,628",,,,,CMS+PR+B
67,,2019-09-24 15:51:38,2019-09-23,B,Barnes Group Inc,Acker Marian,"VP, Controller",S - Sale,$53.88,-5018,27798,-15%,"-$270,391",,,,,CMS+PR+B
68,,2019-09-12 13:17:39,2019-09-10,B,Barnes Group Inc,Mangum Mylle H,Dir,P - Purchase,$49.00,42,22257,0%,"+$2,074",,,,,CMS+PR+B
69,,2019-09-04 12:49:11,2019-09-03,CMS,Cms Energy Corp,Russell John G,Dir,S - Sale,$63.84,-5600,218111,-3%,"-$357,513",,,,,CMS+PR+B
70,,2019-08-28 16:11:01,2019-08-26,B,Barnes Group Inc,Barnes Thomas O,Dir,S - Sale,$43.15,-465,2119606,0%,"-$20,067",,,,,CMS+PR+B
71,,2019-08-28 12:49:11,2019-08-27,CMS,Cms Energy Corp,Russell John G,Dir,S - Sale,$63.02,-33500,223711,-13%,"-$2,111,143",,,,,CMS+PR+B
72,,2019-08-26 14:14:11,2019-08-23,CMS,Cms Energy Corp,Hofmeister Brandon J.,SVP,S - Sale,$62.36,-500,22948,-2%,"-$31,180",,,,,CMS+PR+B
73,,2019-08-19 14:50:42,2019-08-16,B,Barnes Group Inc,Acker Marian,"VP, Controller",S - Sale,$45.43,-2274,32816,-6%,"-$103,307",,,,,CMS+PR+B
74,,2019-08-13 16:21:11,2019-08-13,CMS,Cms Energy Corp,Rich Brian F,SVP,S - Sale,$59.70,-4000,60554,-6%,"-$238,785",,,,,CMS+PR+B
75,,2019-08-09 16:35:17,2019-08-08,CMS,Cms Energy Corp,Russell John G,Dir,S - Sale,$60.04,-33500,257211,-12%,"-$2,011,410",,,,,CMS+PR+B
76,,2019-08-02 09:42:11,2019-08-01,CMS,Cms Energy Corp,Russell John G,Dir,S - Sale,$57.78,-5600,290711,-2%,"-$323,555",,,,,CMS+PR+B
77,,2019-07-31 16:05:55,2019-07-30,B,Barnes Group Inc,Mangum Mylle H,Dir,S - Sale,$51.89,-1000,10215,-9%,"-$51,887",,,,,CMS+PR+B
78,,2019-07-02 10:42:11,2019-07-01,CMS,Cms Energy Corp,Russell John G,Dir,S - Sale,$57.46,-5600,296311,-2%,"-$321,769",,,,,CMS+PR+B
79,,2019-06-10 17:24:25,2019-06-06,B,Barnes Group Inc,Mangum Mylle H,Dir,P - Purchase,$54.16,35,11212,0%,"+$1,913",,,,,CMS+PR+B
80,,2019-06-10 17:22:34,2019-06-06,B,Barnes Group Inc,Benanav Gary G,Dir,P - Purchase,$54.16,35,41944,0%,"+$1,913",,,,,CMS+PR+B
81,,2019-05-28 13:14:11,2019-05-23,CMS,Cms Energy Corp,Hendrian Catherine A,SVP,S - Sale,$56.96,-1753,37567,-4%,"-$99,859",,,,,CMS+PR+B
82,,2019-05-20 15:21:30,2019-05-17,B,Barnes Group Inc,Benanav Gary G,Dir,S - Sale,$55.86,-12500,41909,-23%,"-$698,215",,,,,CMS+PR+B
83,,2019-05-16 11:26:04,2019-05-14,B,Barnes Group Inc,Barnes Thomas O,Dir,S - Sale,$55.48,-2000,2121261,0%,"-$110,960",,,,,CMS+PR+B
84,,2019-05-09 12:28:11,2019-05-08,CMS,Cms Energy Corp,Reynolds Catherine M,"SVP, GC",S - Sale,$54.63,-6203,121211,-5%,"-$338,846",,,,,CMS+PR+B
85,,2019-05-06 15:14:10,2019-05-03,CMS,Cms Energy Corp,Barba Glenn P,"VP, Controller, CAO",S - Sale,$54.95,-8500,28555,-23%,"-$467,075",,,,,CMS+PR+B
86,,2019-05-02 09:03:06,2019-04-30,B,Barnes Group Inc,Edwards Dawn N,"SVP, HR",S - Sale,$55.44,-1750,80217,-2%,"-$97,016",,,,,CMS+PR+B
87,,2019-05-01 16:35:11,2019-04-30,CMS,Cms Energy Corp,Russell John G,Dir,S - Sale,$55.35,-16800,299196,-5%,"-$929,880",,,,,CMS+PR+B
88,,2019-03-12 15:16:46,2019-03-08,B,Barnes Group Inc,Mangum Mylle H,Dir,P - Purchase,$56.05,37,11177,0%,"+$2,062",,,,,CMS+PR+B
89,,2019-03-12 15:14:30,2019-03-08,B,Barnes Group Inc,Benanav Gary G,Dir,P - Purchase,$56.05,38,54409,0%,"+$2,115",,,,,CMS+PR+B
90,,2019-02-27 16:52:04,2019-02-27,B,Barnes Group Inc,Hipple Richard J,Dir,P - Purchase,$58.83,1000,6571,+18%,"+$58,826",,,,,CMS+PR+B
91,D,2019-02-27 16:50:36,2019-02-26,B,Barnes Group Inc,Stephens Christopher J,"SVP, Finance, CFO",S - Sale+OE,$58.94,-13200,112962,-10%,"-$778,045",,,,,CMS+PR+B
92,,2019-02-27 16:49:26,2019-02-26,B,Barnes Group Inc,Barnes Thomas O,Dir,S - Sale,$59.29,-1062,2123605,0%,"-$62,966",,,,,CMS+PR+B
93,,2019-02-13 16:42:18,2019-02-12,CMS,Cms Energy Corp,Reynolds Catherine M,"SVP, GC",S - Sale,$53.02,-8187,129389,-6%,"-$434,054",,,,,CMS+PR+B
94,,2018-12-12 13:44:58,2018-12-10,B,Barnes Group Inc,Mangum Mylle H,Dir,P - Purchase,$54.58,38,9411,0%,"+$2,056",,,,,CMS+PR+B
95,,2018-12-12 13:44:08,2018-12-10,B,Barnes Group Inc,Benanav Gary G,Dir,P - Purchase,$54.58,39,52642,0%,"+$2,109",,,,,CMS+PR+B
96,M,2018-12-03 16:21:51,2018-11-29,B,Barnes Group Inc,Barnes Thomas O,Dir,S - Sale,$59.28,-770,2130918,0%,"-$45,646",,,,,CMS+PR+B
97,,2018-11-27 14:59:53,2018-11-26,B,Barnes Group Inc,McClellan Hassell H,Dir,S - Sale,$58.25,-1400,17627,-7%,"-$81,551",,,,,CMS+PR+B
98,,2018-11-21 13:14:13,2018-11-20,CMS,Cms Energy Corp,Hofmeister Brandon J.,SVP,S - Sale,$51.88,-500,16298,-3%,"-$25,940",,,,,CMS+PR+B
99,,2018-10-31 10:49:13,2018-10-30,CMS,Cms Energy Corp,Rich Brian F,"SVP, CIO",S - Sale,$49.69,-4000,53919,-7%,"-$198,748",,,,,CMS+PR+B
100,,2018-09-12 12:12:24,2018-09-10,B,Barnes Group Inc,Mangum Mylle H,Dir,P - Purchase,$68.65,30,9373,0%,"+$2,051",,,,,CMS+PR+B
101,,2018-09-12 12:03:33,2018-09-10,B,Barnes Group Inc,Benanav Gary G,Dir,P - Purchase,$68.65,31,52604,0%,"+$2,105",,,,,CMS+PR+B
102,,2018-08-15 15:56:14,2018-08-14,CMS,Cms Energy Corp,Venkat Dhenuvakonda Rao,SVP,S - Sale,$48.77,-1000,29841,-3%,"-$48,767",,,,,CMS+PR+B
103,,2018-08-15 11:56:13,2018-08-13,CMS,Cms Energy Corp,Barfield Jon E,Dir,S - Sale,$48.45,-2861,21653,-12%,"-$138,624",,,,,CMS+PR+B
104,,2018-06-11 14:53:32,2018-06-08,B,Barnes Group Inc,Mangum Mylle H,Dir,P - Purchase,$59.82,34,9343,0%,"+$2,046",,,,,CMS+PR+B
105,,2018-06-11 14:52:34,2018-06-08,B,Barnes Group Inc,Benanav Gary G,Dir,P - Purchase,$59.82,35,52573,0%,"+$2,099",,,,,CMS+PR+B
