,X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m,ticker
27,D,2021-05-10 17:07:58,2021-05-06,CL,Colgate Palmolive Co,Kooyman John W,Chief of Staff,S - Sale+OE,$82.07,-11195,18087,-38%,"-$918,729",,,,,VEL+PR+E+CL
28,,2021-05-07 17:12:31,2021-05-05,CL,Colgate Palmolive Co,Sadove Stephen I,Dir,S - Sale,$81.30,-8000,29068,-22%,"-$650,390",,,,,VEL+PR+E+CL
29,D,2021-05-07 17:12:20,2021-05-05,CL,Colgate Palmolive Co,Wallace Noel R.,"COB, Pres, CEO",S - Sale+OE,$81.03,-25279,280393,-8%,"-$2,048,383",,,,,VEL+PR+E+CL
30,D,2021-05-07 17:12:12,2021-05-05,CL,Colgate Palmolive Co,Verduin Patricia,CTO,S - Sale+OE,$80.89,-46566,62783,-43%,"-$3,766,929",,,,,VEL+PR+E+CL
31,D,2021-05-07 17:11:08,2021-05-05,CL,Colgate Palmolive Co,Bilbrey John P,Dir,S - Sale+OE,$80.95,-3941,22805,-15%,"-$319,024",,,,,VEL+PR+E+CL
32,,2021-02-22 17:28:42,2021-02-18,CL,Colgate Palmolive Co,Massey Sally,CHRO,S - Sale,$78.36,-3,14445,0%,-$235,,,,,VEL+PR+E+CL
33,,2021-02-22 17:28:35,2021-02-18,CL,Colgate Palmolive Co,Wallace Noel R.,"COB, Pres, CEO",S - Sale,$78.25,-17,280025,0%,"-$1,330",,,,,VEL+PR+E+CL
34,,2021-02-22 17:28:21,2021-02-18,CL,Colgate Palmolive Co,Verduin Patricia,CTO,S - Sale,$78.36,-9,62650,0%,-$705,,,,,VEL+PR+E+CL
35,,2021-02-22 17:26:59,2021-02-18,CL,Colgate Palmolive Co,Shotts Philip G.,"VP, Controller",S - Sale,$78.36,-2,94711,0%,-$157,,,,,VEL+PR+E+CL
36,,2021-02-22 17:26:59,2021-02-18,CL,Colgate Palmolive Co,Kooyman John W,Chief of Staff,S - Sale,$78.36,-3,19132,0%,-$235,,,,,VEL+PR+E+CL
37,,2021-02-18 17:23:25,2021-02-16,CL,Colgate Palmolive Co,Kooyman John W,Chief of Staff,S - Sale,$77.16,-463,17047,-3%,"-$35,727",,,,,VEL+PR+E+CL
38,,2021-02-18 17:23:21,2021-02-16,CL,Colgate Palmolive Co,Massey Sally,CHRO,S - Sale,$77.16,-450,10995,-4%,"-$34,724",,,,,VEL+PR+E+CL
39,,2021-02-18 17:23:18,2021-02-16,CL,Colgate Palmolive Co,Shotts Philip G.,"VP, Controller",S - Sale,$77.16,-346,93038,0%,"-$26,699",,,,,VEL+PR+E+CL
40,,2021-02-18 17:23:14,2021-02-16,CL,Colgate Palmolive Co,Wallace Noel R.,"COB, Pres, CEO",S - Sale,$77.30,-2961,251711,-1%,"-$228,894",,,,,VEL+PR+E+CL
41,,2021-02-18 17:22:22,2021-02-16,CL,Colgate Palmolive Co,Verduin Patricia,CTO,S - Sale,$77.16,-1513,54081,-3%,"-$116,749",,,,,VEL+PR+E+CL
42,D,2021-02-12 16:59:03,2021-02-11,CL,Colgate Palmolive Co,Polk Michael B,Dir,S - Sale+OE,$79.25,-4835,18255,-21%,"-$383,174",,,,,VEL+PR+E+CL
43,D,2021-02-08 17:08:04,2021-02-04,CL,Colgate Palmolive Co,Daniels Jennifer,"CLO, Secretary",S - Sale+OE,$78.65,-20692,35751,-37%,"-$1,627,347",,,,,VEL+PR+E+CL
44,D,2020-11-20 17:21:50,2020-11-18,CL,Colgate Palmolive Co,Tsourapas Panagiotis,"Grp Pres, LatAm,AsiaPac, AF, E",S - Sale+OE,$85.27,-11714,50245,-19%,"-$998,889",,,,,VEL+PR+E+CL
45,D,2020-11-19 17:55:01,2020-11-17,CL,Colgate Palmolive Co,Wallace Noel R.,"COB, Pres, CEO",S - Sale+OE,$85.86,-21446,254413,-8%,"-$1,841,296",,,,,VEL+PR+E+CL
46,D,2020-11-18 17:43:18,2020-11-16,CL,Colgate Palmolive Co,Tsourapas Panagiotis,"Grp Pres, LatAm,AsiaPac, AF, E",S - Sale+OE,$85.69,-15000,50245,-23%,"-$1,285,367",,,,,VEL+PR+E+CL
47,D,2020-11-12 17:21:43,2020-11-11,CL,Colgate Palmolive Co,Tsourapas Panagiotis,"Grp Pres, LatAm,AsiaPac, AF, E",S - Sale+OE,$85.00,-7500,50245,-13%,"-$637,505",,,,,VEL+PR+E+CL
48,D,2020-11-12 17:20:24,2020-11-11,CL,Colgate Palmolive Co,Shotts Philip G.,"VP, Controller",S - Sale+OE,$84.50,-7000,92893,-7%,"-$591,500",,,,,VEL+PR+E+CL
49,D,2020-11-12 17:20:20,2020-11-09,CL,Colgate Palmolive Co,Wallace Noel R.,"COB, Pres, CEO",S - Sale+OE,$83.80,-26886,250859,-10%,"-$2,253,020",,,,,VEL+PR+E+CL
50,DM,2020-11-09 17:37:34,2020-11-05,CL,Colgate Palmolive Co,Wallace Noel R.,"COB, Pres, CEO",S - Sale+OE,$83.59,-16476,246730,-6%,"-$1,377,184",,,,,VEL+PR+E+CL
51,D,2020-11-09 17:36:29,2020-11-05,CL,Colgate Palmolive Co,Daniels Jennifer,"CLO, Secretary",S - Sale+OE,$84.33,-20693,35723,-37%,"-$1,744,958",,,,,VEL+PR+E+CL
52,D,2020-11-06 17:15:37,2020-11-04,CL,Colgate Palmolive Co,Cahill John T,Dir,S - Sale+OE,$85.31,-5583,48748,-10%,"-$476,264",,,,,VEL+PR+E+CL
53,D,2020-11-06 17:15:29,2020-11-04,CL,Colgate Palmolive Co,Sadove Stephen I,Dir,S - Sale+OE,$85.27,-5583,36947,-13%,"-$476,062",,,,,VEL+PR+E+CL
54,D,2020-11-06 17:15:23,2020-11-04,CL,Colgate Palmolive Co,Tsourapas Panagiotis,"Grp Pres, LatAm,AsiaPac, AF, E",S - Sale+OE,$84.90,-20000,50245,-28%,"-$1,698,002",,,,,VEL+PR+E+CL
55,D,2020-11-06 17:14:15,2020-11-04,CL,Colgate Palmolive Co,Jakobsen Henning I,CFO,S - Sale+OE,$85.22,-145280,10341,-93%,"-$12,380,108",,,,,VEL+PR+E+CL
56,D,2020-11-06 17:14:08,2020-11-04,CL,Colgate Palmolive Co,Massey Sally,CHRO,S - Sale+OE,$85.03,-5732,11371,-34%,"-$487,386",,,,,VEL+PR+E+CL
57,,2020-09-30 17:13:46,2020-09-28,CL,Colgate Palmolive Co,Shotts Philip G.,"VP, Controller",S - Sale,$77.29,-401,92573,0%,"-$30,995",,,,,VEL+PR+E+CL
58,,2020-09-30 17:13:43,2020-09-28,CL,Colgate Palmolive Co,Massey Sally,CHRO,S - Sale,$77.30,-387,11304,-3%,"-$29,915",,,,,VEL+PR+E+CL
59,,2020-09-04 20:55:04,2020-09-04,VEL,"Velocity Financial, Inc.",Pitstick John,Dir,P - Purchase,$4.78,5000,25000,+25%,"+$23,900",,,,,VEL+PR+E+CL
60,,2020-08-20 17:00:14,2020-08-18,VEL,"Velocity Financial, Inc.",Taylor Jeffrey T.,"EVP, Capital Markets",P - Purchase,$4.18,1200,4823,+33%,"+$5,016",,,,,VEL+PR+E+CL
61,,2020-08-20 17:00:13,2020-08-18,VEL,"Velocity Financial, Inc.",Farrar Christopher D.,CEO,P - Purchase,$4.10,5000,147916,+3%,"+$20,500",,,,,VEL+PR+E+CL
62,D,2020-08-14 17:25:55,2020-08-12,CL,Colgate Palmolive Co,Huston John J,"SVP, Office of the COB",S - Sale+OE,$77.18,-84905,83941,-50%,"-$6,553,375",,,,,VEL+PR+E+CL
63,D,2020-08-13 17:19:05,2020-08-05,CL,Colgate Palmolive Co,Massey Sally,CHRO,S - Sale+OE,$76.28,-6336,11672,-35%,"-$483,311",,,,,VEL+PR+E+CL
64,,2020-08-13 17:18:43,2020-08-11,CL,Colgate Palmolive Co,Kooyman John W,Chief of Staff,S - Sale,$76.28,-1211,17776,-6%,"-$92,375",,,,,VEL+PR+E+CL
65,,2020-08-12 17:48:03,2020-08-10,CL,Colgate Palmolive Co,Huston John J,"SVP, Office of the COB",S - Sale,$76.38,-3000,83941,-3%,"-$229,129",,,,,VEL+PR+E+CL
66,D,2020-08-12 17:23:44,2020-08-10,CL,Colgate Palmolive Co,Shotts Philip G.,"VP, Controller",S - Sale+OE,$76.50,-17645,92737,-16%,"-$1,349,843",,,,,VEL+PR+E+CL
67,D,2020-08-10 17:06:42,2020-08-06,CL,Colgate Palmolive Co,Daniels Jennifer,"CLO, Secretary",S - Sale+OE,$75.80,-41386,35691,-54%,"-$3,136,968",,,,,VEL+PR+E+CL
68,D,2020-08-07 19:43:46,2020-08-05,CL,Colgate Palmolive Co,Wallace Noel R.,"COB, Pres, CEO",S - Sale+OE,$76.37,-85929,243927,-26%,"-$6,562,045",,,,,VEL+PR+E+CL
69,D,2020-08-07 18:30:55,2020-08-05,CL,Colgate Palmolive Co,Verduin Patricia,CTO,S - Sale+OE,$76.52,-42775,55472,-44%,"-$3,273,006",,,,,VEL+PR+E+CL
70,M,2020-07-07 13:47:09,2020-06-30,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,$0.10,400,26219,+2%,+$41,,,,,VEL+PR+E+CL
71,,2020-06-01 18:56:07,2020-05-29,VEL,"Velocity Financial, Inc.",Pitstick John,Dir,P - Purchase,$3.84,20000,20000,New,"+$76,712",,,,,VEL+PR+E+CL
72,,2020-05-26 21:20:36,2020-05-26,VEL,"Velocity Financial, Inc.",Szczepaniak Mark R,CFO,P - Purchase,$3.25,6400,6400,New,"+$20,800",,,,,VEL+PR+E+CL
73,,2020-05-22 19:33:10,2020-05-19,VEL,"Velocity Financial, Inc.",Taylor Jeffrey T.,"EVP, Capital Markets",P - Purchase,$2.85,1200,3623,+50%,"+$3,420",,,,,VEL+PR+E+CL
74,,2020-05-22 19:30:18,2020-05-21,VEL,"Velocity Financial, Inc.",Oltmann Christopher J,Chief Accounting Officer,P - Purchase,$3.37,1000,1750,+133%,"+$3,370",,,,,VEL+PR+E+CL
75,,2020-05-22 19:29:15,2020-05-19,VEL,"Velocity Financial, Inc.",Comley Graham M,See Remarks,P - Purchase,$2.56,4000,4000,New,"+$10,240",,,,,VEL+PR+E+CL
76,,2020-05-22 19:25:46,2020-05-19,VEL,"Velocity Financial, Inc.",Cowell Joseph A,COO,P - Purchase,$2.77,1500,2222,+208%,"+$4,155",,,,,VEL+PR+E+CL
77,D,2020-05-14 17:11:17,2020-05-13,CL,Colgate Palmolive Co,Polk Michael B,Dir,S - Sale+OE,$68.08,-3115,17507,-15%,"-$212,080",,,,,VEL+PR+E+CL
78,,2020-04-01 17:16:29,2020-03-30,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,$65.84,-17750,1164170,-2%,"-$1,168,573",,,,,VEL+PR+E+CL
79,M,2020-03-18 17:03:39,2020-03-16,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,$65.02,-19500,1181920,-2%,"-$1,267,837",,,,,VEL+PR+E+CL
80,,2020-03-18 17:02:32,2020-03-16,CL,Colgate Palmolive Co,Marsili Daniel B,CHRO,S - Sale,$63.00,-831,72358,-1%,"-$52,353",,,,,VEL+PR+E+CL
81,,2020-03-12 16:50:33,2020-03-11,CL,Colgate Palmolive Co,Marsili Daniel B,CHRO,S - Sale,$69.44,-1092,73189,-1%,"-$75,830",,,,,VEL+PR+E+CL
82,,2020-03-02 17:04:07,2020-02-28,CL,Colgate Palmolive Co,Marsili Daniel B,CHRO,S - Sale,$68.99,-3581,74109,-5%,"-$247,053",,,,,VEL+PR+E+CL
83,,2020-02-28 17:09:53,2020-02-27,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,$72.07,-19500,1200536,-2%,"-$1,405,282",,,,,VEL+PR+E+CL
84,,2020-02-26 17:15:10,2020-02-22,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,Dir,P - Purchase,$0.96,100,25819,0%,+$96,,,,,VEL+PR+E+CL
85,,2020-02-26 17:15:04,2020-02-24,CL,Colgate Palmolive Co,Marsili Daniel B,CHRO,S - Sale,$75.45,-4030,77690,-5%,"-$304,053",,,,,VEL+PR+E+CL
86,,2020-02-26 17:14:56,2020-02-24,CL,Colgate Palmolive Co,Shotts Philip G.,"VP, Controller",S - Sale,$75.61,-666,91674,-1%,"-$50,359",,,,,VEL+PR+E+CL
87,,2020-02-26 17:14:48,2020-02-24,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,$75.27,-28122,1220036,-2%,"-$2,116,673",,,,,VEL+PR+E+CL
88,,2020-02-26 17:14:44,2020-02-24,CL,Colgate Palmolive Co,Daniels Jennifer,"CLO, Secretary",S - Sale,$75.52,-4336,35550,-11%,"-$327,436",,,,,VEL+PR+E+CL
89,,2020-02-26 17:13:37,2020-02-24,CL,Colgate Palmolive Co,Wallace Noel R.,"Pres, CEO",S - Sale,$75.43,-5857,235501,-2%,"-$441,818",,,,,VEL+PR+E+CL
90,,2020-02-18 18:04:38,2020-02-13,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,$76.21,-19500,1247657,-2%,"-$1,486,013",,,,,VEL+PR+E+CL
91,D,2020-02-12 16:53:27,2020-02-10,CL,Colgate Palmolive Co,Jakobsen Henning I,CFO,S - Sale+OE,$76.79,-34384,48533,-41%,"-$2,640,285",,,,,VEL+PR+E+CL
92,D,2020-02-12 16:53:23,2020-02-10,CL,Colgate Palmolive Co,Tsourapas Panagiotis,"Grp Pres, Lat Am, Asia Pac",S - Sale+OE,$76.51,-17702,53532,-25%,"-$1,354,392",,,,,VEL+PR+E+CL
93,D,2020-02-11 16:53:32,2020-02-07,CL,Colgate Palmolive Co,Gayle Helene D,Dir,S - Sale+OE,$76.08,-22240,36023,-38%,"-$1,692,128",,,,,VEL+PR+E+CL
94,D,2020-02-10 16:56:15,2020-02-06,CL,Colgate Palmolive Co,Kooyman John W,CMO,S - Sale+OE,$76.33,-21294,15678,-58%,"-$1,625,328",,,,,VEL+PR+E+CL
95,D,2020-02-10 16:56:11,2020-02-06,CL,Colgate Palmolive Co,Huston John J,"SVP, Chief of Staff",S - Sale+OE,$76.30,-35213,87871,-29%,"-$2,686,710",,,,,VEL+PR+E+CL
96,D,2020-02-10 16:56:07,2020-02-06,CL,Colgate Palmolive Co,Marsili Daniel B,CHRO,S - Sale+OE,$76.30,-66843,81645,-45%,"-$5,100,007",,,,,VEL+PR+E+CL
97,DM,2020-02-10 16:56:03,2020-02-06,CL,Colgate Palmolive Co,Tsourapas Panagiotis,"Grp Pres, Lat Am, Asia Pac",S - Sale+OE,$76.26,-27164,53532,-34%,"-$2,071,514",,,,,VEL+PR+E+CL
98,D,2020-02-07 17:09:24,2020-02-05,CL,Colgate Palmolive Co,Sadove Stephen I,Dir,S - Sale+OE,$75.08,-5357,34157,-14%,"-$402,184",,,,,VEL+PR+E+CL
99,D,2020-02-07 17:09:19,2020-02-05,CL,Colgate Palmolive Co,Cahill John T,Dir,S - Sale+OE,$75.70,-5357,45742,-10%,"-$405,519",,,,,VEL+PR+E+CL
100,M,2020-02-03 17:09:14,2020-01-30,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,$69.51,-19500,1345882,-1%,"-$1,355,462",,,,,VEL+PR+E+CL
101,D,2020-01-27 20:40:06,2020-01-24,VEL,"Velocity Financial, Inc.",Cowell Joseph A,COO,P - Purchase,$13.77,722,722,New,"+$9,942",,,,,VEL+PR+E+CL
102,D,2020-01-24 18:32:25,2020-01-24,VEL,"Velocity Financial, Inc.",Oltmann Christopher J,Chief Accounting Officer,P - Purchase,$13.91,750,750,New,"+$10,433",,,,,VEL+PR+E+CL
103,AM,2020-01-24 12:09:44,2019-12-30,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,$2.00,200,25719,+1%,+$400,,,,,VEL+PR+E+CL
104,AM,2020-01-24 11:56:57,2019-12-10,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,$0.03,5700,25519,+29%,+$163,,,,,VEL+PR+E+CL
105,M,2020-01-23 20:38:03,2019-12-30,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,Ceo,P - Purchase,$2.00,200,25418897,0%,+$400,,,,,VEL+PR+E+CL
106,,2020-01-17 17:40:57,2020-01-15,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,$70.73,-19500,1365382,-1%,"-$1,379,270",,,,,VEL+PR+E+CL
107,,2020-01-02 17:23:20,2019-12-30,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,$68.79,-17750,1383933,-1%,"-$1,221,092",,,,,VEL+PR+E+CL
108,M,2019-12-31 19:34:58,2019-12-10,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,Ceo,P - Purchase,$0.00,5700,25418697,0%,+$13,,,,,VEL+PR+E+CL
109,,2019-12-18 17:03:06,2019-12-16,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,$68.85,-17750,1401683,-1%,"-$1,222,144",,,,,VEL+PR+E+CL
110,M,2019-12-09 07:46:31,2019-11-25,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,Ceo,P - Purchase,$0.00,15000,25412997,0%,+$46,,,,,VEL+PR+E+CL
111,,2019-11-27 17:28:12,2019-11-25,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,$66.70,-16000,1419433,-1%,"-$1,067,125",,,,,VEL+PR+E+CL
112,M,2019-11-26 17:36:36,2019-11-20,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,Ceo,P - Purchase,$0.00,3000,25397997,0%,+$11,,,,,VEL+PR+E+CL
113,,2019-11-18 17:02:42,2019-11-14,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,$66.73,-16000,1434858,-1%,"-$1,067,747",,,,,VEL+PR+E+CL
114,,2019-11-15 12:20:03,2019-11-11,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,Ceo,P - Purchase,$0.01,2000,25394997,0%,+$14,,,,,VEL+PR+E+CL
115,M,2019-11-04 18:29:45,2019-10-17,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,$0.01,51200,25392997,0%,+$269,,,,,VEL+PR+E+CL
116,,2019-11-01 16:59:56,2019-10-30,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,$68.30,-17750,1450858,-1%,"-$1,212,284",,,,,VEL+PR+E+CL
117,,2019-10-17 17:03:30,2019-10-15,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,$68.72,-17750,1468608,-1%,"-$1,219,750",,,,,VEL+PR+E+CL
118,M,2019-10-15 18:35:04,2019-10-02,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,$0.01,10400,25341797,0%,+$107,,,,,VEL+PR+E+CL
119,,2019-10-03 18:22:50,2019-09-30,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,$0.01,600,25331597,0%,+$6,,,,,VEL+PR+E+CL
120,,2019-10-01 19:21:01,2019-09-27,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,$73.05,-19500,1485487,-1%,"-$1,424,428",,,,,VEL+PR+E+CL
121,M,2019-09-27 11:53:05,2019-09-24,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,$0.01,700,25330997,0%,+$5,,,,,VEL+PR+E+CL
122,,2019-09-18 17:08:46,2019-09-16,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,$69.51,-19500,1504987,-1%,"-$1,355,478",,,,,VEL+PR+E+CL
123,M,2019-09-16 17:13:47,2019-09-06,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,$0.01,32000,25330297,0%,+$288,,,,,VEL+PR+E+CL
124,,2019-09-13 17:06:27,2019-09-11,CL,Colgate Palmolive Co,Parameswaran Prabha,"Grp Pres, Glbl Innov., AF, Eus",S - Sale,$71.68,-4221,20545,-17%,"-$302,579",,,,,VEL+PR+E+CL
125,,2019-09-11 16:56:40,2019-09-09,CL,Colgate Palmolive Co,Jakobsen Henning I,CFO,S - Sale,$74.60,-858,45527,-2%,"-$64,007",,,,,VEL+PR+E+CL
126,,2019-09-11 16:56:35,2019-09-09,CL,Colgate Palmolive Co,Shotts Philip G.,"VP, Controller",S - Sale,$74.60,-407,91037,0%,"-$30,362",,,,,VEL+PR+E+CL
127,M,2019-09-06 12:57:38,2019-08-30,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,$0.01,114000,25298297,0%,"+$1,113",,,,,VEL+PR+E+CL
128,,2019-08-30 17:33:10,2019-08-29,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,$73.97,-19500,1524487,-1%,"-$1,442,335",,,,,VEL+PR+E+CL
129,M,2019-08-30 14:17:14,2019-08-23,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,$0.01,119000,25184297,0%,"+$1,226",,,,,VEL+PR+E+CL
130,M,2019-08-23 06:50:48,2019-08-16,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,$0.01,55000,25065297,0%,+$597,,,,,VEL+PR+E+CL
131,,2019-08-16 17:21:03,2019-08-15,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,$71.21,-19500,1543454,-1%,"-$1,388,565",,,,,VEL+PR+E+CL
132,M,2019-08-16 16:39:27,2019-08-08,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,$0.01,89500,25010297,0%,+$918,,,,,VEL+PR+E+CL
133,D,2019-08-15 16:47:13,2019-08-13,CL,Colgate Palmolive Co,Verduin Patricia,CTO,S - Sale+OE,$71.01,-44572,56868,-44%,"-$3,164,933",,,,,VEL+PR+E+CL
